Sigla,Codigo,Município,Despesa,Receita,score_total,Receita-capital,Despesa-capital,score_capital,PIB
GO,5216908,Pilar de Goiás,5784422,9441546,0.6126561949,"365,380",217656,0.595698,12219
GO,5217104,Piracanjuba,,,#DIV/0!,"2,729,348",4505519,1.650768,171437
GO,5217203,Piranhas,,,#DIV/0!,"64,229",552446,8.601144,59113
GO,5217302,Pirenópolis,19311032,30349284,0.6362928381,"1,979,167",5641884,2.850636,76876
GO,5217401,Pires do Rio,25927645,41472900,0.6251707739,"5,132,304",6364027,1.239994,173897
GO,5217609,Planaltina,,,#DIV/0!,"1,645,608",3037417,1.845772,196475
GO,5217708,Pontalina,18138263,30001961,0.6045692605,"1,329,966",1072464,0.806385,82447
GO,5218003,Porangatu,26076136,6226016,4.188253646,"1,548,648",2498811,1.613544,172771
GO,5218052,Porteirão,8088880,14300215,0.5656474092,"1,907,408",1317630,0.690796,66969
GO,5218102,Portelândia,,,#DIV/0!,"28,765",1486205,51.666663,49938
GO,5218300,Posse,27019014,46103315,0.5860536126,"20,094",1858264,92.477032,97142
GO,5218391,Professor Jamil,,,#DIV/0!,"626,637",1269138,2.025316,12492
GO,5218508,Quirinópolis,40503412,82953950,0.4882638129,"2,058,333",7591140,3.688004,344606
GO,5218607,Rialma,9694772,16843342,0.5755847994,"415,842",2123806,5.107240,75770
GO,5218706,Rianápolis,6286646,10582925,0.5940366835,"456,145",853186,1.870426,34609
GO,5218789,Rio Quente,,,#DIV/0!,"771,420",1572955,2.039038,24968
GO,5218805,Rio Verde,192373339,448570329,0.4288588134,"1,304,610",41537687,31.839160,1856411
GO,5218904,Rubiataba,17029640,32594937,0.5224627268,"1,101,079",3782996,3.435717,83071
GO,5219001,Sanclerlândia,7810318,13871981,0.5630282965,"79,990",1558621,19.485198,41138
GO,5219100,Santa Bárbara de Goiás,5607633,11530110,0.4863468855,"115,483",201722,1.746770,23868
GO,5219209,Santa Cruz de Goiás,,,#DIV/0!,,,#DIV/0!,29470
GO,5219258,Santa Fé de Goiás,7810662,15574499,0.5015032647,"5,000",346813,69.362600,58847
GO,5219308,Santa Helena de Goiás,30816153,56844466,0.5421135205,"238,400",11891147,49.878972,239991
GO,5219357,Santa Isabel,6435930,13348643,0.4821411654,"57,750",3172263,54.930961,19851
GO,5219407,Santa Rita do Araguaia,6540163,11734805,0.5573303371,"68,027",693547,10.195126,27615
GO,5219456,Santa Rita do Novo Destino,5672418,10559721,0.5371750388,"54,509",353490,6.485044,18259
GO,5219506,Santa Rosa de Goiás,4564376,9124083,0.5002558515,"439,908",595056,1.352683,11380
GO,5219605,Santa Tereza de Goiás,6629233,10309950,0.6429937449,0,560535,#DIV/0!,14890
GO,5219704,Santa Terezinha de Goiás,9096565,17133430,0.5309249228,"1,187,491",3340825,2.813348,32308
GO,5219712,Santo Antônio da Barra,6648084,13560163,0.490265817,"251,960",279763,1.110347,32491
GO,5219738,Santo Antônio de Goiás,,,#DIV/0!,"201,355",0,0.000000,19311
GO,5219753,Santo Antônio do Descoberto,55806555,79363752,0.7031743518,"1,088,656",3915405,3.596550,125318
GO,5219803,São Domingos,9614355,18793160,0.511587977,"969,775",1832036,1.889134,38767
GO,5219902,São Francisco de Goiás,7429378,11616863,0.6395339099,"416,880",861386,2.066268,21063
GO,5220009,São João d'Aliança,,,#DIV/0!,"1,243,586",1454826,1.169864,52365
GO,5220058,São João da Paraúna,4587143,8414301,0.5451603111,"184,176",1059386,5.752026,11047
GO,5220108,São Luís de Montes Belos,28815703,45610328,0.6317802223,"3,184,796",5938914,1.864771,169357
GO,5220157,São Luíz do Norte,,,#DIV/0!,"367,996",686278,1.864904,26170
GO,5220207,São Miguel do Araguaia,26925417,50858301,0.5294202868,"3,759,871",3987514,1.060546,113434
GO,5220264,São Miguel do Passa Quatro,5899573,11076083,0.5326407554,"138,888",729734,5.254120,23523
GO,5220280,São Patrício,3174809,7919249,0.4008977195,"182,980",533429,2.915231,8730
GO,5220405,São Simão,32212782,64453534,0.4997830162,"768,255",3387994,4.409985,616702
GO,5220454,Senador Canedo,103121401,255456189,0.4036754845,"7,577,067",48399596,6.387643,1422757
GO,5220504,Serranópolis,,,#DIV/0!,"408,625",1067819,2.613202,87399
GO,5220603,Silvânia,21806021,36540793,0.596758283,"5,163,771",2433080,0.471183,135006
GO,5220686,Simolândia,5946312,12893009,0.4612043354,"391,946",632912,1.614796,17308
GO,5220702,Sítio d'Abadia,4847117,9952371,0.4870313681,"31,250",179490,5.743680,10779
GO,5221007,Taquaral de Goiás,5054939,10158549,0.4976044664,"209,880",575436,2.741738,15294
GO,5221080,Teresina de Goiás,,,#DIV/0!,"307,337",870466,2.832284,7189
GO,5221197,Terezópolis de Goiás,7353874,11996423,0.6130055074,"180,000",481697,2.676094,25873
GO,5221304,Três Ranchos,7146699,12393580,0.5766452725,0,238305,#DIV/0!,11746
GO,5221403,Trindade,60416093,102709661,0.5882221018,"20,000",9185173,459.258650,393294
GO,5221452,Trombas,5131893,7520147,0.6824192578,"1,143,987",771825,0.674680,11177
GO,5221502,Turvânia,7098283,11936231,0.5946837375,"311,452",354303,1.137583,29498
GO,5221551,Turvelândia,,,#DIV/0!,"1,868,723",2904893,1.554481,86396
GO,5221577,Uirapuru,5799890,9481095,0.611732097,"440,680",242409,0.550080,13302
GO,5221601,Uruaçu,29369305,54865424,0.535297145,"7,273,817",13611836,1.871347,189098
GO,5221700,Uruana,10967513,22092483,0.4964363979,"615,809",2703916,4.390836,78697
GO,5221809,Urutaí,5793405,11355831,0.5101700469,"341,672",436610,1.277862,19319
GO,5221858,Valparaíso de Goiás,,,#DIV/0!,"2,680,156",12544835,4.680636,376865
GO,5221908,Varjão,6405890,9491617,0.6748997385,"303,874",480721,1.581974,14935
GO,5222005,Vianópolis,,,#DIV/0!,"502,380",1208051,2.404656,76306
GO,5222054,Vicentinópolis,9362168,20043757,0.4670864607,"718,810",3246135,4.515987,50985
GO,5222203,Vila Boa,,,#DIV/0!,"1,682,559",1273005,0.756589,32592
GO,5222302,Vila Propício,6950516,11519344,0.6033777843,"348,345",869121,2.495003,48241
MA,2100055,Açailândia,85022559,167275467,0.508278717,"969,179",16980050,17.520041,583278
MA,2100105,Afonso Cunha,6057889,11951520,0.5068717968,"433,186",1225813,2.829762,10936
MA,2100154,Água Doce do Maranhão,10621052,17592652,0.6037209499,"2,120,705",2877124,1.356683,18182
MA,2100204,Alcântara,,,#DIV/0!,"957,054",2032916,2.124139,33421
MA,2100303,Aldeias Altas,22320085,35325362,0.6318430548,"2,397,008",5038951,2.102183,59514
MA,2100402,Altamira do Maranhão,,,#DIV/0!,0,455271,#DIV/0!,16062
MA,2100436,Alto Alegre do Maranhão,,,#DIV/0!,"4,252,750",3843576,0.903786,37436
MA,2100477,Alto Alegre do Pindaré,27457229,47527785,0.5777090072,"1,624,020",6785070,4.177948,55410
MA,2100501,Alto Parnaíba,9491341,20064976,0.4730302938,"397,931",5087765,12.785546,44025
MA,2100550,Amapá do Maranhão,6673941,12636082,0.5281653416,"3,541,099",8762237,2.474440,13518
MA,2100600,Amarante do Maranhão,29039394,48972842,0.5929693429,"610,167",6561341,10.753357,64279
MA,2100709,Anajatuba,,,#DIV/0!,0,533442,#DIV/0!,41523
MA,2100808,Anapurus,,,#DIV/0!,"1,453,796",3976302,2.735117,31901
MA,2100832,Apicum-Açu,11478885,21827315,0.5258953892,"2,178,700",5329693,2.446272,20630
MA,2100873,Araguanã,9643978,17655613,0.5462272993,"3,011,702",4148208,1.377364,20217
MA,2100907,Araioses,33862092,49591546,0.6828198629,"2,481,663",7050529,2.841050,75346
MA,2100956,Arame,22009020,40607738,0.5419907899,0,6486318,#DIV/0!,51702
MA,2101004,Arari,,,#DIV/0!,"3,243,430",2490415,0.767834,48620
MA,2101103,Axixá,8182316,17734656,0.461374396,"872,971",3201914,3.667833,15350
MA,2101202,Bacabal,76261629,102329976,0.7452520904,"5,310,903",21201408,3.992054,232886
MA,2101251,Bacabeira,19611854,42246786,0.4642212058,"2,720,242",7244858,2.663314,52572
MA,2101301,Bacuri,,,#DIV/0!,"40,000",1415223,35.380575,21951
MA,2101350,Bacurituba,5593666,11201702,0.4993585555,"807,907",1751228,2.167612,8340
MA,2101400,Balsas,78636440,135308829,0.5811626637,"1,210,810",9662057,7.979827,491909
MA,2101509,Barão de Grajaú,11237670,21868646,0.5138713284,"3,021,244",4902005,1.622512,34733
MA,2101608,Barra do Corda,59727089,95982954,0.6222676722,"4,243,613",11820535,2.785488,220355
MA,2101707,Barreirinhas,43758142,75332637,0.5808656538,"1,769,099",4367281,2.468648,78267
MA,2101731,Belágua,8163566,13646678,0.5982089741,"419,840",889979,2.119805,12164
MA,2101772,Bela Vista do Maranhão,12391905,19131912,0.6477086889,"2,359,852",7636476,3.235997,18962
MA,2101806,Benedito Leite,5459373,9948496,0.5487636031,"844,706",2419345,2.864126,9185
MA,2101905,Bequimão,18886411,28171760,0.6704022346,"1,045,235",1473837,1.410053,28850
MA,2101939,Bernardo do Mearim,4099311,10233188,0.400589856,"3,325,457",1333607,0.401030,19027
MA,2101970,Boa Vista do Gurupi,6967387,12700186,0.5486051323,"825,408",4489204,5.438769,13782
MA,2102002,Bom Jardim,50719257,52225933,0.9711508143,"8,701,706",4663946,0.535981,84771
MA,2102036,Bom Jesus das Selvas,24516352,44667713,0.5488607093,"1,468,294",5388664,3.670017,75746
MA,2102077,Bom Lugar,10384721,19999893,0.519238845,"3,087,506",5437487,1.761126,32312
MA,2102101,Brejo,22704757,43578114,0.521012849,"3,451,313",5798949,1.680215,56472
MA,2102150,Brejo de Areia,12677175,17312146,0.7322705688,"478,526",555157,1.160139,19387
MA,2102200,Buriti,,,#DIV/0!,"1,075,000",6184578,5.753096,43099
MA,2102309,Buriti Bravo,15925226,27442945,0.5803030953,"2,144,462",4741755,2.211163,35342
MA,2102325,Buriticupu,49981727,79206573,0.6310300481,"4,447,258",7681400,1.727222,126454
MA,2102358,Buritirana,,,#DIV/0!,"770,000",1091691,1.417781,23217
MA,2102374,Cachoeira Grande,7796402,14347975,0.5433799471,"519,600",1513827,2.913447,12324
MA,2102408,Cajapió,12072313,17514750,0.6892654881,"2,001",1621884,810.484076,12895
MA,2102507,Cajari,18728654,26840959,0.6977639685,"461,400",1545262,3.349072,31545
MA,2102556,Campestre do Maranhão,,,#DIV/0!,,,#DIV/0!,39148
MA,2102606,Cândido Mendes,10134817,19556225,0.5182399628,18,2298304,127683.555556,35411
MA,2102705,Cantanhede,19244420,36344988,0.5294931036,"98,942",630435,6.371788,32741
MA,2102754,Capinzal do Norte,12797137,20653087,0.6196234677,"2,094,495",4004397,1.911868,27613
MA,2102804,Carolina,16732764,36186696,0.4624009951,"1,051,920",4303127,4.090736,58481
MA,2102903,Carutapera,,,#DIV/0!,0,4598893,#DIV/0!,37632
MA,2103000,Caxias,155880152,246528372,0.6323010626,"176,880",24326087,137.528760,350573
MA,2103109,Cedral,,,#DIV/0!,0,894861,#DIV/0!,19385
MA,2103125,Central do Maranhão,8004020,14298687,0.5597731162,"65,798",1689992,25.684550,10075
MA,2103158,Centro do Guilherme,10620167,20333688,0.5222941677,"1,463,357",3500540,2.392130,22065
MA,2103174,Centro Novo do Maranhão,17061963,30795428,0.5540420643,"409,562",1679295,4.100217,48081
MA,2103208,Chapadinha,69480570,95151972,0.730206309,"4,555,940",5615228,1.232507,147949
MA,2103257,Cidelândia,16027463,21082608,0.7602220496,"982,790",4239383,4.313620,48292
MA,2103307,Codó,93513253,147133172,0.6355687977,"169,787",11870557,69.914487,246014
MA,2103406,Coelho Neto,50311933,63423393,0.7932709148,"10,984,145",21351468,1.943844,85924
MA,2103505,Colinas,27040795,48258597,0.5603311503,0,6034971,#DIV/0!,70827
MA,2103554,Conceição do Lago-Açu,,,#DIV/0!,,,#DIV/0!,24905
MA,2103604,Coroatá,66271117,83118681,0.7973071319,"2,731,690",6578609,2.408256,93240
MA,2103703,Cururupu,,,#DIV/0!,0,3019480,#DIV/0!,50353
MA,2103752,Davinópolis,11076593,17641606,0.6278675784,"1,713",1361000,794.350250,19082
MA,2103802,Dom Pedro,19151546,30381066,0.6303776975,"1,064,870",3482804,3.270638,42619
MA,2103901,Duque Bacelar,12840844,18354204,0.6996132069,"4,559,283",6052550,1.327522,15039
MA,2104008,Esperantinópolis,13995095,27815600,0.5031383284,"1,266,382",1376135,1.086667,35016
MA,2104057,Estreito,27721819,50505349,0.5488887705,"5,898,433",12527350,2.123844,156428
MA,2104073,Feira Nova do Maranhão,7578022,13418042,0.564763638,"200,970",386679,1.924063,15466
MA,2104081,Fernando Falcão,10737888,16933511,0.6341206077,0,1985060,#DIV/0!,18792
MA,2104099,Formosa da Serra Negra,,,#DIV/0!,"3,950,583",8081542,2.045658,33300
MA,2104107,Fortaleza dos Nogueiras,9723814,17005887,0.571791075,"1,485,556",1838526,1.237601,38297
MA,2104206,Fortuna,11329039,21394346,0.5295342662,"555,000",3882062,6.994707,27652
MA,2104305,Godofredo Viana,,,#DIV/0!,"2,001",1073306,536.349962,19374
MA,2104404,Gonçalves Dias,10760973,22928628,0.4693247581,"2,013,820",1962607,0.974569,24686
MA,2104503,Governador Archer,8420585,16722544,0.5035469136,"5,132",1778826,346.636189,15472
MA,2104552,Governador Edison Lobão,,,#DIV/0!,"1,585,661",1759447,1.109598,36247
MA,2104602,Governador Eugênio Barros,12215061,22926371,0.5327952031,"1,190,746",1751030,1.470532,23147
MA,2104628,Governador Luiz Rocha,,,#DIV/0!,0,1954457,#DIV/0!,11171
MA,2104651,Governador Newton Bello,,,#DIV/0!,"1,362,626",6937005,5.090910,23267
MA,2104677,Governador Nunes Freire,29200761,42690066,0.6840177055,"2,487,051",5533788,2.225040,47312
MA,2104701,Graça Aranha,,,#DIV/0!,"1,095,383",1351419,1.233742,11914
MA,2104800,Grajaú,28027901,38968048,0.7192533957,0,2229150,#DIV/0!,148877
MA,2104909,Guimarães,8823566,16630949,0.5305509868,"2,530,859",4260411,1.683385,18799
MA,2105005,Humberto de Campos,25624657,41920035,0.6112747024,0,6291708,#DIV/0!,38656
MA,2105104,Icatu,22405536,34712013,0.64546921,"2,431,544",4177845,1.718186,34978
MA,2105153,Igarapé do Meio,,,#DIV/0!,"284,148",1007495,3.545669,23358
MA,2105203,Igarapé Grande,10199767,16582319,0.6150989557,"4,683,897",4953246,1.057505,23353
MA,2105302,Imperatriz,205190351,353380834,0.5806493478,"6,462,905",18120245,2.803731,945772
MA,2105351,Itaipava do Grajaú,,,#DIV/0!,"1,349,515",292827,0.216987,19847
MA,2105401,Itapecuru Mirim,47147801,82954739,0.5683557285,0,7786366,#DIV/0!,120780
MA,2105427,Itinga do Maranhão,25966614,38304573,0.6778985258,"2,022,034",4813887,2.380715,92088
MA,2105450,Jatobá,8695925,14562547,0.5971431426,0,3312476,#DIV/0!,17482
MA,2105476,Jenipapo dos Vieiras,,,#DIV/0!,"1,147,970",2329448,2.029189,22959
MA,2105500,João Lisboa,21248582,35821155,0.593185298,0,5683653,#DIV/0!,44058
MA,2105609,Joselândia,13092347,20164176,0.6492874987,"2,277,242",3012137,1.322713,34320
MA,2105658,Junco do Maranhão,7603029,11963841,0.6355006994,23,1986426,85474.440620,15951
MA,2105708,Lago da Pedra,35450779,58011383,0.6111003824,"5,979,144",8108876,1.356193,77996
MA,2105807,Lago do Junco,11031566,16383458,0.6733355932,"2,851,409",3706556,1.299903,24142
MA,2105906,Lago Verde,16284396,22558388,0.7218776634,"22,521",280049,12.435016,28300
MA,2105922,Lagoa do Mato,9516049,16391134,0.5805607579,"5,302,563",10659742,2.010300,17325
MA,2105948,Lago dos Rodrigues,7932877,12820996,0.6187411133,"965,353",2905519,3.009799,28424
MA,2105963,Lagoa Grande do Maranhão,9838798,19620615,0.5014520896,"40,600",1005332,24.761872,18438
MA,2105989,Lajeado Novo,7426364,11863581,0.6259799492,0,4212072,#DIV/0!,14780
MA,2106003,Lima Campos,7575307,16974822,0.4462672697,"1,405,743",1805568,1.284423,20411
MA,2106102,Loreto,10915440,18483727,0.5905432241,"3,208,216",4846484,1.510648,40451
MA,2106201,Luís Domingues,5832303,11296594,0.5162885784,"824,228",2021178,2.452208,14526
MA,2106300,Magalhães de Almeida,14272196,29089250,0.4906347051,"6,443,041",9486537,1.472369,29308
MA,2106326,Maracaçumé,,,#DIV/0!,"2,854,917",3957905,1.386347,36626
MA,2106359,Marajá do Sena,8305183,13500713,0.6151662068,"320,839",1852816,5.774911,18646
MA,2106375,Maranhãozinho,13507092,25479358,0.5301189913,"2,005,906",2680919,1.336513,37409
MA,2106409,Mata Roma,,,#DIV/0!,"1,255,000",5048526,4.022730,27628
MA,2106508,Matinha,19913032,29276743,0.6801655638,"1,402,540",2453222,1.749128,34713
MA,2106607,Matões,25967357,44445935,0.584245935,"1,139,833",3216573,2.821969,39620
MA,2106631,Matões do Norte,11415686,24651804,0.4630771171,"1,155,427",1378649,1.193194,20442
MA,2106672,Milagres do Maranhão,7086533,11971946,0.5919282043,"150,000",712418,4.749453,15015
MA,2106706,Mirador,14019783,25233425,0.5556036231,"772,531",3038954,3.933762,53892
MA,2106755,Miranda do Norte,19703983,36258820,0.5434259433,"1,932,479",4182105,2.164114,38256
MA,2106805,Mirinzal,13820829,21740103,0.6357296976,"761,295",4701160,6.175213,18046
MA,2106904,Monção,22984417,35722667,0.6434126715,"1,430,664",5836634,4.079669,49168
MA,2107001,Montes Altos,,,#DIV/0!,"1,263,913",3209984,2.539719,16206
MA,2107100,Morros,17687075,28125302,0.6288670288,"462,200",1336003,2.890530,23343
MA,2107209,Nina Rodrigues,10805137,18127798,0.5960534569,"2,087",1800667,862.983571,19226
MA,2107258,Nova Colinas,5894469,10980673,0.5368039611,"1,382,552",2911092,2.105593,12066
MA,2107308,Nova Iorque,4349095,10166775,0.427775244,"560,718",1150013,2.050964,7886
MA,2107357,Nova Olinda do Maranhão,17728038,27316688,0.6489819753,"4,581,921",7503586,1.637651,40562
MA,2107407,Olho d'Água das Cunhãs,12311078,25816130,0.4768754391,"123,000",2430266,19.758260,34251
MA,2107456,Olinda Nova do Maranhão,12390125,18808090,0.65876575,"2,439,728",5142817,2.107947,20954
MA,2107506,Paço do Lumiar,49841678,82759170,0.6022496179,0,5496767,#DIV/0!,150331
MA,2107605,Palmeirândia,,,#DIV/0!,"620,600",3178289,5.121316,26657
MA,2107704,Paraibano,15600272,26084785,0.5980602049,"1,464,622",3669501,2.505425,28917
MA,2107803,Parnarama,31191054,51946678,0.6004436703,"1,846,459",2450344,1.327051,62822
MA,2107902,Passagem Franca,13594840,28969600,0.4692795171,"1,205,852",5722165,4.745330,28819
MA,2108009,Pastos Bons,11482157,23913061,0.4801625794,"2,591,893",4280019,1.651310,27671
MA,2108058,Paulino Neves,15935799,26852280,0.5934616762,"1,675,000",3318286,1.981066,24423
MA,2108108,Paulo Ramos,18138973,30907181,0.5868853917,"1,519,069",3647266,2.400988,51350
MA,2108207,Pedreiras,28139302,57555335,0.488908659,"1,765,924",3348895,1.896398,118436
MA,2108256,Pedro do Rosário,25802433,36624929,0.7045046575,"1,001,434",1767842,1.765311,34481
MA,2108306,Penalva,27981699,43423807,0.6443861258,"1,228,457",257502,0.209614,49600
MA,2108405,Peri Mirim,9999418,17274380,0.5788583048,0,1448755,#DIV/0!,17360
MA,2108454,Peritoró,,,#DIV/0!,"1,201,745",2801646,2.331315,30817
MA,2108504,Pindaré-Mirim,37502494,60196600,0.6230001932,"1,313,399",6234624,4.746938,48146
MA,2108603,Pinheiro,58155181,91498995,0.6355827267,"5,234,654",11925294,2.278144,179088
MA,2108702,Pio XII,20933747,36449338,0.5743244893,"797,199",2294322,2.877979,35915
MA,2108801,Pirapemas,15408621,25984273,0.5929979432,"1,344,312",1452626,1.080572,35997
MA,2108900,Poção de Pedras,,,#DIV/0!,"873,766",2816681,3.223609,64308
MA,2109007,Porto Franco,28551901,45411960,0.6287308717,"65,000",1952525,30.038846,96527
MA,2109056,Porto Rico do Maranhão,,,#DIV/0!,"685,000",1432692,2.091521,13790
MA,2109106,Presidente Dutra,26501163,48764290,0.5434543007,0,4060500,#DIV/0!,96842
MA,2109205,Presidente Juscelino,14048378,18206490,0.7716137333,"105,000",1760795,16.769476,16696
MA,2109239,Presidente Médici,8809686,11905827,0.7399474249,"533,104",1503909,2.821044,14443
MA,2109270,Presidente Sarney,19273388,26956397,0.7149838235,"743,362",4062094,5.464491,27318
MA,2109304,Presidente Vargas,,,#DIV/0!,,,#DIV/0!,18709
MA,2109403,Primeira Cruz,13931247,21324374,0.6533015474,"1,282,820",1801672,1.404462,17640
MA,2109452,Raposa,20213136,35313851,0.5723855003,"1,763,228",1566528,0.888443,48149
MA,2109502,Riachão,18511894,34866010,0.53094385,"2,506,101",3761084,1.500771,64955
MA,2109551,Ribamar Fiquene,7415544,13641802,0.5435898142,"41,999",58059,1.382406,20463
MA,2109601,Rosário,,,#DIV/0!,,,#DIV/0!,64943
MA,2109700,Sambaíba,7057862,14010833,0.5037432193,"666,673",4315700,6.473491,40289
MA,2109759,Santa Filomena do Maranhão,7537477,12195671,0.6180453228,"1,662,500",1733415,1.042656,14665
MA,2109809,Santa Helena,32343823,52931047,0.6110557916,"4,331,214",7599231,1.754527,50090
MA,2109908,Santa Inês,64038782,97096873,0.6595349563,"4,247,410",15095370,3.554017,200036
MA,2110005,Santa Luzia,64717687,98298054,0.6583821793,"4,731,222",5376009,1.136283,129830
MA,2110039,Santa Luzia do Paruá,19056913,31808833,0.5991075832,"2,225,413",6713155,3.016589,68927
MA,2110104,Santa Quitéria do Maranhão,28480718,42107848,0.6763755384,0,5704373,#DIV/0!,44834
MA,2110203,Santa Rita,25039437,42338618,0.5914089483,"400,770",3472077,8.663515,47423
MA,2110237,Santana do Maranhão,9680238,17823386,0.5431200229,"307,979",1941708,6.304685,17792
MA,2110278,Santo Amaro do Maranhão,,,#DIV/0!,"434,710",3533243,8.127814,17577
MA,2110302,Santo Antônio dos Lopes,15516007,27225494,0.569907269,"71,117",472546,6.644652,38211
MA,2110401,São Benedito do Rio Preto,17109697,26906786,0.6358878176,"1,803,908",2998289,1.662107,27955
MA,2110500,São Bento,31209959,47851635,0.6522234712,"825,673",6407775,7.760667,49194
MA,2110609,São Bernardo,17274847,35623435,0.4849292977,"886,600",6520456,7.354451,41888
MA,2110658,São Domingos do Azeitão,,,#DIV/0!,0,780492,#DIV/0!,26867
MA,2110708,São Domingos do Maranhão,32479730,45663739,0.7112805695,"1,730,645",8937959,5.164524,66240
MA,2110807,São Félix de Balsas,5719874,10157487,0.5631190242,"3,835,279",5686009,1.482554,8324
MA,2110856,São Francisco do Brejão,11316019,15750094,0.7184730983,0,299269,#DIV/0!,21833
MA,2110906,São Francisco do Maranhão,,,#DIV/0!,0,480097,#DIV/0!,16111
MA,2111003,São João Batista,17571520,29241195,0.600916603,"21,958",316405,14.409299,25518
MA,2111029,São João do Carú,16147052,25315145,0.6378415584,"904,705",2923955,3.231942,26962
MA,2111052,São João do Paraíso,,,#DIV/0!,,,#DIV/0!,23156
MA,2111078,São João do Soter,17530013,28464928,0.6158460437,"4,209,035",9638631,2.289986,24273
MA,2111102,São João dos Patos,18598759,31149131,0.5970875871,"3,606,958",4852844,1.345412,45449
MA,2111201,São José de Ribamar,78712435,171971300,0.4577068107,"15,981,471",35115175,2.197243,240135
MA,2111250,São José dos Basílios,6811324,11525214,0.5909932497,"758,328",2555256,3.369592,13133
MA,2111300,São Luís,981383776,1938914911,0.5061510283,"4,394,589",233182991,53.061389,7993678
MA,2111409,São Luís Gonzaga do Maranhão,21080629,32509983,0.6484355698,"2,050,000",5561947,2.713145,50768
MA,2111508,São Mateus do Maranhão,26758116,47963571,0.5578841459,"3,044,478",5379963,1.767122,58039
MA,2111532,São Pedro da Água Branca,12318373,22055317,0.5585217059,0,4263679,#DIV/0!,46612
MA,2111573,São Pedro dos Crentes,5882172,10162908,0.5787882729,"1,599,933",2673565,1.671048,12775
MA,2111607,São Raimundo das Mangabeiras,18195726,29463569,0.617566913,"1,450,000",3194531,2.203125,191698
MA,2111631,São Raimundo do Doca Bezerra,7194062,11255705,0.6391480717,0,1954457,#DIV/0!,12540
MA,2111672,São Roberto,,,#DIV/0!,0,1384877,#DIV/0!,10377
MA,2111706,São Vicente Ferrer,,,#DIV/0!,,,#DIV/0!,22388
MA,2111722,Satubinha,6893914,14148771,0.4872447271,0,626233,#DIV/0!,17587
MA,2111748,Senador Alexandre Costa,8912795,15412468,0.5782847329,"2,159,675",6888751,3.189717,14626
MA,2111763,Senador La Rocque,27652701,29128937,0.9493206611,0,1640615,#DIV/0!,42315
MA,2111789,Serrano do Maranhão,,,#DIV/0!,,,#DIV/0!,16478
MA,2111805,Sítio Novo,19216642,27567326,0.6970803634,"829,608",5929505,7.147354,32261
MA,2111904,Sucupira do Norte,,,#DIV/0!,"1,449,668",1895429,1.307492,16831
MA,2111953,Sucupira do Riachão,4052816,9963628,0.4067610318,"2,615,045",5571157,2.130425,7675
MA,2112001,Tasso Fragoso,10265719,23381726,0.43904882,"398,082",3673395,9.227741,103393
MA,2112100,Timbiras,,,#DIV/0!,0,3525857,#DIV/0!,34798
MA,2112209,Timon,133625893,210584440,0.6345478014,"13,933,317",25545416,1.833405,364719
MA,2112233,Trizidela do Vale,16201033,26292191,0.6161918179,"98,370",1621153,16.480157,44143
MA,2112274,Tufilândia,7559384,12232888,0.617955803,"957,306",1660644,1.734706,11480
MA,2112308,Tuntum,38625434,56514969,0.6834549371,"4,473,048",10493821,2.346011,67934
MA,2112407,Turiaçu,30968391,49160415,0.6299456726,"1,225,681",5228331,4.265653,55702
MA,2112456,Turilândia,21530188,29448352,0.7311168996,"996,816",5344662,5.361735,33040
MA,2112506,Tutóia,42796872,69538571,0.6154407834,"1,350,000",10357621,7.672312,65353
MA,2112605,Urbano Santos,,,#DIV/0!,0,1303253,#DIV/0!,39418
MA,2112704,Vargem Grande,34418683,70195082,0.4903289785,"7,310",5123618,700.893829,85888
MA,2112803,Viana,,,#DIV/0!,"3,487,686",1769328,0.507307,73840
MA,2112852,Vila Nova dos Martírios,10979175,16617796,0.6606877906,"895,931",9814611,10.954651,36224
MA,2112902,Vitória do Mearim,25115153,43043803,0.5834789594,"2,588,918",2482035,0.958715,55018
MA,2113009,Vitorino Freire,,,#DIV/0!,"629,483",1729347,2.747251,61808
MA,2114007,Zé Doca,44034320,63451052,0.6939888166,0,9137563,#DIV/0!,91212
MG,3100104,Abadia dos Dourados,8386703,13090242,0.6406836024,"1,057,936",1228653,1.161368,35349
MG,3100203,Abaeté,,,#DIV/0!,"1,263,329",2412750,1.909835,116185
MG,3100302,Abre Campo,,,#DIV/0!,"674,647",1786473,2.648013,47624
MG,3100401,Acaiaca,5204207,9599399,0.5421388459,"162,760",164121,1.008359,10591
MG,3100500,Açucena,9413260,16308219,0.5772095395,"691,235",1932097,2.795138,25763
MG,3100609,Água Boa,10697467,19017005,0.5625211113,"585,900",2826699,4.824542,39160
MG,3100708,Água Comprida,7036641,11733352,0.5997127939,"116,379",423484,3.638835,55773
MG,3100807,Aguanil,4568744,10361394,0.4409391627,"750,272",907716,1.209849,14569
MG,3100906,Águas Formosas,14143477,25311422,0.558778441,"659,064",3218364,4.883237,48630
MG,3101003,Águas Vermelhas,9207947,16565771,0.555841726,"2,017,780",2211059,1.095788,43553
MG,3101102,Aimorés,25003249,42180691,0.5927652774,"1,538,885",3684394,2.394197,115848
MG,3101201,Aiuruoca,6673391,11419878,0.5843662405,"522,398",521937,0.999117,26077
MG,3101300,Alagoa,,,#DIV/0!,"490,000",783394,1.598763,11340
MG,3101409,Albertina,6893062,10255794,0.6721139328,0,1890261,#DIV/0!,19053
